Teste,Year,Month,Day,Time,Amount,Merchant Name,Is Fraud?,Swipe Transaction,Online Transaction,Chip Transaction
10439,2019,8,4,1683280260.0,47.82,5817218446178736267,No,False,False,True
10440,2019,8,11,1683278760.0,146.36,-727612092139916043,No,False,False,True
10441,2019,8,14,1683333360.0,22.24,-3265671264153192329,No,False,False,True
10442,2019,8,15,1683279360.0,41.26,5817218446178736267,No,False,False,True
10443,2019,8,24,1683328680.0,91.27,-5023497618971072366,No,False,False,True
10444,2019,8,27,1683277920.0,125.52,3527213246127876953,No,False,False,True
10445,2019,8,31,1683280440.0,46.75,4060646732831064559,No,False,False,True
10446,2019,9,2,1683300120.0,13.28,-5023497618971072366,No,False,False,True
10447,2019,9,6,1683277500.0,73.31,-34551508091458520,No,False,False,True
10448,2019,9,7,1683332700.0,41.76,7945328079774550558,No,False,False,True
10449,2019,9,8,1683279240.0,47.5,5817218446178736267,No,False,False,True
10450,2019,9,9,1683279480.0,40.32,-5475680618560174533,No,False,False,True
10451,2019,9,10,1683278280.0,119.24,7035602569409149834,No,False,True,False
10452,2019,9,10,1683332700.0,16.27,-6733168469687845480,No,True,False,False
10453,2019,9,11,1683333120.0,24.35,-5413376491460213491,No,False,False,True
10454,2019,9,12,1683305160.0,7.0,1913477460590765860,No,False,False,True
10455,2019,9,14,1683280500.0,29.22,4060646732831064559,No,False,False,True
10456,2019,9,19,1683278640.0,106.84,4060646732831064559,No,False,False,True
10457,2019,9,19,1683302580.0,94.0,-1288082279022882052,No,False,False,True
10458,2019,9,19,1683303060.0,64.61,-1288082279022882052,No,False,False,True
10459,2019,9,19,1683303480.0,-94.0,-1288082279022882052,No,False,False,True
10460,2019,9,25,1683316140.0,17.24,3527213246127876953,No,False,False,True
10461,2019,10,1,1683319260.0,6.61,6455213054093379528,No,False,True,False
10462,2019,10,5,1683304200.0,72.46,-8129520121141002186,No,False,False,True
10463,2019,10,6,1683278820.0,123.39,-34551508091458520,No,False,False,True
10464,2019,10,6,1683330000.0,133.21,838425044734233142,No,False,False,True
10465,2019,10,7,1683313200.0,139.01,-7421093378627544099,No,False,True,False
10466,2019,10,10,1683279480.0,41.99,4060646732831064559,No,False,False,True
10467,2019,10,12,1683280020.0,36.11,4060646732831064559,No,False,False,True
10468,2019,10,15,1683276720.0,132.51,5817218446178736267,No,False,False,True
10469,2019,10,15,1683307380.0,1.79,-7352615173975578505,No,False,False,True
10470,2019,10,18,1683305340.0,10.69,-1046622217034093949,No,False,False,True
10471,2019,10,24,1683303780.0,10.8,4722913068560264812,No,False,False,True
10472,2019,10,24,1683329280.0,86.59,-5095428811101387162,No,False,False,True
10473,2019,10,29,1683279180.0,28.34,5817218446178736267,No,False,False,True
10474,2019,10,30,1683291060.0,64.7,3952145593743244256,No,False,False,True
10475,2019,11,2,1683277800.0,72.75,2027553650310142703,No,False,False,True
10476,2019,11,3,1683291240.0,164.14,-9092677072201095172,No,False,True,False
10477,2019,11,4,1683279720.0,41.88,4060646732831064559,No,False,False,True
10478,2019,11,4,1683328620.0,189.72,838425044734233142,No,False,False,True
10479,2019,11,6,1683333660.0,896.56,-8194607650924472520,No,False,False,True
10480,2019,11,9,1683278700.0,149.7,-727612092139916043,No,False,False,True
10481,2019,11,9,1683279540.0,39.38,4060646732831064559,No,False,False,True
10482,2019,11,10,1683291960.0,59.24,3952145593743244256,No,False,False,True
10483,2019,11,10,1683307440.0,60.04,-7146670748125200898,No,False,False,True
10484,2019,11,12,1683279060.0,138.22,1913477460590765860,No,False,False,True
10485,2019,11,13,1683303720.0,10.59,7069584154815291371,No,False,False,True
10486,2019,11,17,1683279480.0,47.12,5817218446178736267,No,False,False,True
10487,2019,11,18,1683277980.0,121.65,4060646732831064559,No,False,False,True
10488,2019,11,19,1683279300.0,22.74,-34551508091458520,No,False,False,True
10489,2019,11,20,1683290940.0,58.01,-3345936507911876459,No,False,False,True
10490,2019,11,20,1683304920.0,6.28,2027553650310142703,No,False,False,True
10491,2019,11,25,1683284160.0,582.26,3952145593743244256,No,False,False,True
10492,2019,11,27,1683277800.0,94.46,1913477460590765860,No,False,False,True
10493,2019,11,28,1683278700.0,41.24,-34551508091458520,No,False,False,True
10494,2019,11,29,1683332820.0,141.36,-6406662083475903219,No,False,False,True
10495,2019,11,30,1683279000.0,29.8,5817218446178736267,No,False,False,True
10496,2019,12,1,1683279840.0,36.6,5817218446178736267,No,False,False,True
10497,2019,12,1,1683291120.0,64.63,-3345936507911876459,No,False,False,True
10498,2019,12,1,1683328380.0,55.41,-5023497618971072366,No,False,False,True
10499,2019,12,4,1683306720.0,1.97,2027553650310142703,No,False,False,True
10500,2019,12,13,1683331440.0,151.73,-34551508091458520,No,False,False,True
10501,2019,12,14,1683278820.0,119.77,1913477460590765860,No,False,False,True
10502,2019,12,19,1683280380.0,37.16,-5475680618560174533,No,False,False,True
10503,2019,12,23,1683279000.0,192.91,5817218446178736267,No,False,False,True
10504,2019,12,23,1683279360.0,35.9,-727612092139916043,No,False,False,True
10505,2019,12,23,1683297480.0,1.42,6666504894937430109,No,False,False,True
10506,2019,12,24,1683277260.0,129.85,5817218446178736267,No,False,False,True
10507,2019,12,25,1683327660.0,80.89,-5023497618971072366,No,False,False,True
10508,2019,12,26,1683280980.0,111.11,3527213246127876953,No,False,False,True
10509,2020,1,2,1683303900.0,12.17,-1096718711148016337,No,False,False,True
10510,2020,1,4,1683301260.0,10.06,-1096718711148016337,No,False,False,True
10511,2020,1,4,1683302640.0,14.69,-4500542936415012428,No,False,False,True
10512,2020,1,8,1683278160.0,115.82,-245178307025547046,No,False,False,True
10513,2020,1,11,1683291000.0,54.11,3952145593743244256,No,False,False,True
10514,2020,1,12,1683278580.0,149.81,5817218446178736267,No,False,False,True
10515,2020,1,16,1683279420.0,116.02,-727612092139916043,No,False,False,True
10516,2020,1,16,1683290040.0,164.81,-9092677072201095172,No,False,True,False
10517,2020,1,20,1683280080.0,35.76,-34551508091458520,No,False,False,True
10518,2020,1,25,1683279960.0,44.0,-34551508091458520,No,False,False,True
10519,2020,1,25,1683307560.0,63.33,6661973303171003879,No,False,False,True
10520,2020,1,28,1683328320.0,78.1,-4500542936415012428,No,False,False,True
10521,2020,1,30,1683278520.0,175.07,-727612092139916043,No,False,False,True
10522,2020,1,30,1683280260.0,32.0,-5475680618560174533,No,False,False,True
10523,2020,1,30,1683334440.0,37.84,-6733168469687845480,No,True,False,False
10524,2020,2,1,1683277980.0,133.61,-245178307025547046,No,False,False,True
10525,2020,2,3,1683303780.0,70.0,-1288082279022882052,No,False,False,True
10526,2020,2,3,1683304020.0,-70.0,-1288082279022882052,No,False,False,True
10527,2020,2,3,1683304080.0,57.02,-1288082279022882052,No,False,False,True
10528,2020,2,7,1683279180.0,157.33,1913477460590765860,No,False,False,True
10529,2020,2,7,1683280260.0,40.37,-5475680618560174533,No,False,False,True
10530,2020,2,8,1683305640.0,68.86,-8129520121141002186,No,False,False,True
10531,2020,2,9,1683275040.0,88.96,1913477460590765860,No,False,False,True
10532,2020,2,9,1683328140.0,70.07,-4500542936415012428,No,False,False,True
10533,2020,2,11,1683294120.0,25.54,-86825621511712373,No,False,False,True
10534,2020,2,12,1683277680.0,134.96,1913477460590765860,No,False,False,True
10535,2020,2,13,1683278280.0,26.62,-34551508091458520,No,False,False,True
10536,2020,2,16,1683279120.0,22.27,4060646732831064559,No,False,False,True
10537,2020,2,16,1683305040.0,45.94,-5904116920141006298,No,False,False,True
10538,2020,2,19,1683279420.0,107.83,5817218446178736267,No,False,False,True
10539,2020,2,24,1683278760.0,97.88,4060646732831064559,No,False,False,True
10540,2020,2,25,1683339060.0,150.0,1270471339275628505,No,False,False,True
10541,2020,2,26,1683303840.0,6.0,5205099864768539121,No,False,False,True
10542,2020,2,27,1683308460.0,180.7,1270471339275628505,No,False,False,True
10543,2020,2,27,1683309300.0,-150.0,1270471339275628505,No,False,False,True
10544,2020,2,28,1683278580.0,46.77,-727612092139916043,No,False,False,True
10545,2020,2,28,1683282960.0,41.05,5817218446178736267,No,False,False,True
10546,2003,1,1,1683278700.0,130.23,-727612092139916043,No,True,False,False
10547,2003,1,1,1683280020.0,73.61,2027553650310142703,No,True,False,False
10548,2003,1,2,1683282180.0,127.26,-34551508091458520,No,True,False,False
10549,2003,1,3,1683279720.0,40.52,-34551508091458520,No,True,False,False
10550,2003,1,4,1683277200.0,142.91,-34551508091458520,No,True,False,False
10551,2003,1,4,1683303060.0,167.39,7945328079774550558,No,True,False,False
10552,2003,1,6,1683291540.0,59.83,3952145593743244256,No,True,False,False
10553,2003,1,8,1683278880.0,125.85,4060646732831064559,No,True,False,False
10554,2003,1,8,1683315240.0,915.24,-2187837027406294082,No,True,False,False
10555,2003,1,9,1683278160.0,121.53,2027553650310142703,No,True,False,False
10556,2003,1,10,1683277920.0,118.77,4060646732831064559,No,True,False,False
10557,2003,1,10,1683280380.0,38.82,-727612092139916043,No,True,False,False
10558,2003,1,11,1683277020.0,106.77,1913477460590765860,No,True,False,False
10559,2003,1,11,1683278940.0,161.52,5817218446178736267,No,True,False,False
10560,2003,1,11,1683279960.0,19.46,-5475680618560174533,No,True,False,False
10561,2003,1,11,1683280920.0,152.74,3527213246127876953,No,True,False,False
10562,2003,1,12,1683328800.0,204.23,1108327803852946055,No,False,True,False
10563,2003,1,13,1683307500.0,86.58,-8129520121141002186,No,True,False,False
10564,2003,1,14,1683277500.0,111.04,1913477460590765860,No,True,False,False
10565,2003,1,15,1683278160.0,127.33,-245178307025547046,No,True,False,False
10566,2003,1,15,1683290820.0,73.52,4055257078481058705,No,True,False,False
10567,2003,1,16,1683276540.0,130.15,3527213246127876953,No,True,False,False
10568,2003,1,16,1683277920.0,146.4,2027553650310142703,No,True,False,False
10569,2003,1,16,1683304440.0,57.06,3189517333335617109,No,True,False,False
10570,2003,1,16,1683304680.0,-50.0,-1288082279022882052,No,True,False,False
10571,2003,1,16,1683304800.0,72.97,-1288082279022882052,No,True,False,False
10572,2003,1,16,1683305040.0,50.0,-1288082279022882052,No,True,False,False
10573,2003,1,17,1683286320.0,50.9,4055257078481058705,No,True,False,False
10574,2003,1,17,1683328980.0,50.39,-1605794445852049456,No,True,False,False
10575,2003,1,18,1683277800.0,133.8,2027553650310142703,No,True,False,False
10576,2003,1,19,1683275400.0,161.24,-245178307025547046,No,True,False,False
10577,2003,1,20,1683304560.0,67.89,-8129520121141002186,No,True,False,False
10578,2003,1,21,1683277320.0,186.99,3527213246127876953,No,True,False,False
10579,2003,1,22,1683280320.0,44.9,-5475680618560174533,No,True,False,False
10580,2003,1,22,1683314940.0,94.02,3189517333335617109,No,True,False,False
10581,2003,1,23,1683335040.0,215.23,-8135850083113399757,No,True,False,False
10582,2003,1,24,1683278580.0,108.4,-34551508091458520,No,True,False,False
10583,2003,1,24,1683280080.0,35.64,-34551508091458520,No,True,False,False
10584,2003,1,24,1683328620.0,111.35,838425044734233142,No,True,False,False
10585,2003,1,25,1683304680.0,7.44,2027553650310142703,No,True,False,False
10586,2003,1,26,1683278940.0,159.57,3527213246127876953,No,True,False,False
10587,2003,1,27,1683305640.0,10.92,-727612092139916043,No,True,False,False
10588,2003,1,28,1683278580.0,126.05,3527213246127876953,No,True,False,False
10589,2003,1,28,1683327360.0,57.25,-4241409341442030551,No,False,True,False
10590,2003,1,29,1683328200.0,201.99,8528733969764750207,No,False,True,False
10591,2003,1,30,1683276960.0,139.2,-727612092139916043,No,True,False,False
10592,2003,1,30,1683328920.0,91.81,-4500542936415012428,No,True,False,False
10593,2003,1,31,1683315180.0,393.2,4796006601552743675,No,False,True,False
10594,2003,2,1,1683276000.0,88.77,3527213246127876953,No,True,False,False
10595,2003,2,2,1683277740.0,139.8,-727612092139916043,No,True,False,False
10596,2003,2,2,1683316920.0,466.0,-8566951830324093739,No,True,False,False
10597,2003,2,5,1683329160.0,89.11,7069584154815291371,No,True,False,False
10598,2003,2,6,1683322800.0,-466.0,-8566951830324093739,No,True,False,False
10599,2003,2,6,1683323700.0,132.19,-8566951830324093739,No,True,False,False
10600,2003,2,7,1683278460.0,194.51,4060646732831064559,No,True,False,False
10601,2003,2,8,1683277080.0,136.69,1913477460590765860,No,True,False,False
10602,2003,2,8,1683277800.0,124.29,4060646732831064559,No,True,False,False
10603,2003,2,9,1683277920.0,89.14,-245178307025547046,No,True,False,False
10604,2003,2,9,1683319440.0,7.84,-2042049018365856408,No,False,True,False
10605,2003,2,10,1683316500.0,137.24,6130287678940178238,No,True,False,False
10606,2003,2,11,1683277800.0,120.05,2027553650310142703,No,True,False,False
10607,2003,2,11,1683279540.0,59.27,5817218446178736267,No,True,False,False
10608,2003,2,12,1683278040.0,115.61,5817218446178736267,No,True,False,False
10609,2003,2,13,1683329100.0,94.85,-5023497618971072366,No,True,False,False
10610,2003,2,14,1683280740.0,44.38,5817218446178736267,No,True,False,False
10611,2003,2,16,1683311340.0,101.06,8080934608468946743,No,True,False,False
10612,2003,2,17,1683278880.0,101.01,1913477460590765860,No,True,False,False
10613,2003,2,18,1683279480.0,47.18,-727612092139916043,No,True,False,False
10614,2003,2,19,1683277260.0,153.38,-727612092139916043,No,True,False,False
10615,2003,2,20,1683329220.0,118.71,8528733969764750207,No,False,True,False
10616,2003,2,21,1683279480.0,40.42,-5475680618560174533,No,True,False,False
10617,2003,2,21,1683328680.0,105.23,-1605794445852049456,No,True,False,False
10618,2003,2,22,1683274620.0,160.0,-4282466774399734331,No,True,False,False
10619,2003,2,24,1683287520.0,140.0,-6796080605569913348,No,False,True,False
10620,2003,2,24,1683296820.0,223.0,-7807051024009846392,No,True,False,False
10621,2003,2,27,1683339720.0,87.81,-6796080605569913348,No,False,True,False
10622,2003,2,27,1683339840.0,-140.0,-6796080605569913348,No,False,True,False
10623,2003,2,27,1683340920.0,-223.0,-7807051024009846392,No,True,False,False
10624,2003,2,27,1683340920.0,116.08,-7807051024009846392,No,True,False,False
10625,2003,2,28,1683278640.0,144.97,3527213246127876953,No,True,False,False
10626,2003,2,28,1683328260.0,82.34,-4500542936415012428,No,True,False,False
10627,2003,3,2,1683275820.0,137.67,1913477460590765860,No,True,False,False
10628,2003,3,3,1683280140.0,38.41,-34551508091458520,No,True,False,False
10629,2003,3,3,1683294480.0,64.61,3952145593743244256,No,True,False,False
10630,2003,3,3,1683328080.0,84.73,-5023497618971072366,No,True,False,False
10631,2003,3,3,1683330600.0,70.34,-1605794445852049456,No,True,False,False
10632,2003,3,4,1683279900.0,45.75,-34551508091458520,No,True,False,False
10633,2003,3,4,1683282060.0,140.01,5817218446178736267,No,True,False,False
10634,2003,3,4,1683303000.0,10.71,-4500542936415012428,No,True,False,False
10635,2003,3,4,1683316620.0,38.07,838425044734233142,No,True,False,False
10636,2003,3,5,1683276120.0,121.52,-245178307025547046,No,True,False,False
10637,2003,3,5,1683276240.0,136.51,-245178307025547046,No,True,False,False
10638,2003,3,6,1683277680.0,135.92,-245178307025547046,No,True,False,False
10639,2003,3,7,1683278100.0,39.32,-5475680618560174533,No,True,False,False
10640,2003,3,9,1683273360.0,399.0,483490033258680568,No,True,False,False
10641,2003,3,9,1683278100.0,973.56,-8194607650924472520,No,True,False,False
10642,2003,3,12,1683280260.0,37.39,5817218446178736267,No,True,False,False
10643,2003,3,13,1683281100.0,-399.0,483490033258680568,No,True,False,False
10644,2003,3,13,1683281820.0,162.18,483490033258680568,No,True,False,False
10645,2003,3,13,1683318960.0,9.65,-521141999023077663,No,False,True,False
10646,2003,3,14,1683277920.0,130.83,2027553650310142703,No,True,False,False
10647,2003,3,15,1683277380.0,136.82,3527213246127876953,No,True,False,False
10648,2003,3,15,1683305040.0,53.27,6661973303171003879,No,True,False,False
10649,2003,3,15,1683325500.0,599.77,4168533264539032113,No,False,True,False
10650,2003,3,16,1683277380.0,138.58,-34551508091458520,No,True,False,False
10651,2003,3,17,1683277380.0,152.71,4060646732831064559,No,True,False,False
10652,2003,3,18,1683300600.0,46.9,-1288082279022882052,No,True,False,False
10653,2003,3,18,1683300780.0,61.0,-1288082279022882052,No,True,False,False
10654,2003,3,18,1683301140.0,-61.0,-1288082279022882052,No,True,False,False
10655,2003,3,19,1683277620.0,129.33,5817218446178736267,No,True,False,False
10656,2003,3,20,1683278880.0,145.67,3527213246127876953,No,True,False,False
10657,2003,3,21,1683278820.0,120.98,3527213246127876953,No,True,False,False
10658,2003,3,22,1683277560.0,160.31,-245178307025547046,No,True,False,False
10659,2003,3,24,1683277620.0,152.65,5817218446178736267,No,True,False,False
10660,2003,3,25,1683277500.0,100.14,-245178307025547046,No,True,False,False
10661,2003,3,25,1683328620.0,77.76,-1605794445852049456,No,True,False,False
10662,2003,3,26,1683278220.0,117.04,2027553650310142703,No,True,False,False
10663,2003,3,27,1683278040.0,120.53,-34551508091458520,No,True,False,False
10664,2003,3,27,1683326940.0,148.76,4241336128694185533,No,False,True,False
10665,2003,3,29,1683279000.0,48.68,-727612092139916043,No,True,False,False
10666,2003,3,29,1683306720.0,64.91,-5904116920141006298,No,True,False,False
10667,2003,3,30,1683280440.0,118.25,-34551508091458520,No,True,False,False
10668,2003,3,30,1683281100.0,156.84,3527213246127876953,No,True,False,False
10669,2003,3,31,1683290100.0,85.18,3952145593743244256,No,True,False,False
10670,2003,3,31,1683293400.0,981.46,6515854639642454768,No,True,False,False
10671,2003,4,1,1683278160.0,95.24,1913477460590765860,No,True,False,False
10672,2003,4,3,1683332520.0,82.66,-1605794445852049456,No,True,False,False
10673,2003,4,4,1683277740.0,138.63,3527213246127876953,No,True,False,False
10674,2003,4,6,1683289920.0,106.83,-245178307025547046,No,True,False,False
10675,2003,4,6,1683327420.0,275.6,838425044734233142,No,True,False,False
10676,2003,4,7,1683261240.0,140.0,4552887027432897467,No,True,False,False
10677,2003,4,9,1683302580.0,10.78,802916410570306327,No,True,False,False
10678,2003,4,10,1683273900.0,-140.0,4552887027432897467,No,True,False,False
10679,2003,4,10,1683275220.0,179.42,4552887027432897467,No,True,False,False
10680,2003,4,10,1683290100.0,147.85,-9092677072201095172,No,False,True,False
10681,2003,4,10,1683329220.0,159.54,838425044734233142,No,True,False,False
10682,2003,4,12,1683278220.0,138.3,-727612092139916043,No,True,False,False
10683,2003,4,12,1683300480.0,10.67,-1605794445852049456,No,True,False,False
10684,2003,4,12,1683301680.0,100.0,-1288082279022882052,No,True,False,False
10685,2003,4,12,1683301920.0,58.44,-1288082279022882052,No,True,False,False
10686,2003,4,12,1683302040.0,-100.0,-1288082279022882052,No,True,False,False
10687,2003,4,13,1683278040.0,155.73,-245178307025547046,No,True,False,False
10688,2003,4,13,1683279960.0,145.99,2027553650310142703,No,True,False,False
10689,2003,4,13,1683290820.0,192.78,-9092677072201095172,No,False,True,False
10690,2003,4,14,1683278520.0,117.48,-727612092139916043,No,True,False,False
10691,2003,4,14,1683316740.0,108.85,3527213246127876953,No,True,False,False
10692,2003,4,15,1683280740.0,168.86,2027553650310142703,No,True,False,False
10693,2003,4,16,1683278280.0,140.0,-4282466774399734331,No,True,False,False
10694,2003,4,18,1683275640.0,127.51,4060646732831064559,No,True,False,False
10695,2003,4,18,1683280140.0,47.3,-5475680618560174533,No,True,False,False
10696,2003,4,18,1683329100.0,52.2,-4500542936415012428,No,True,False,False
10697,2003,4,19,1683278400.0,122.33,1913477460590765860,No,True,False,False
10698,2003,4,20,1683277860.0,89.28,-727612092139916043,No,True,False,False
10699,2003,4,21,1683274920.0,132.86,5817218446178736267,No,True,False,False
10700,2003,4,21,1683307620.0,5.2,4060646732831064559,No,True,False,False
10701,2003,4,22,1683276960.0,105.86,5817218446178736267,No,True,False,False
10702,2003,4,22,1683278880.0,128.88,5817218446178736267,No,True,False,False
10703,2003,4,24,1683277680.0,124.08,1913477460590765860,No,True,False,False
10704,2003,4,25,1683278040.0,101.12,3527213246127876953,No,True,False,False
10705,2003,4,25,1683310680.0,3.35,-727612092139916043,No,True,False,False
10706,2003,4,27,1683275700.0,158.29,-727612092139916043,No,True,False,False
10707,2003,4,28,1683275760.0,120.0,-4282466774399734331,No,True,False,False
10708,2003,4,28,1683278940.0,160.83,3527213246127876953,No,True,False,False
10709,2003,4,29,1683277500.0,151.61,-727612092139916043,No,True,False,False
10710,2003,4,29,1683303660.0,224.43,-8978688709093014088,No,True,False,False
10711,2003,4,29,1683315120.0,106.21,3414527459579106770,No,True,False,False
10712,2003,4,30,1683326220.0,70.35,-5023497618971072366,No,True,False,False
10713,2003,5,1,1683277860.0,76.43,1913477460590765860,No,True,False,False
10714,2003,5,2,1683280260.0,37.51,-5475680618560174533,No,True,False,False
10715,2003,5,2,1683301440.0,42.5,-1288082279022882052,No,True,False,False
10716,2003,5,2,1683301500.0,91.0,-1288082279022882052,No,True,False,False
10717,2003,5,2,1683302340.0,-91.0,-1288082279022882052,No,True,False,False
10718,2003,5,2,1683302820.0,94.0,2027553650310142703,No,True,False,False
10719,2003,5,2,1683303420.0,59.65,2027553650310142703,No,True,False,False
10720,2003,5,2,1683303600.0,-94.0,2027553650310142703,No,True,False,False
10721,2003,5,3,1683303120.0,137.36,7945328079774550558,No,True,False,False
10722,2003,5,4,1683327900.0,71.97,-4500542936415012428,No,True,False,False
10723,2003,5,5,1683277620.0,122.92,-245178307025547046,No,True,False,False
10724,2003,5,5,1683279720.0,50.35,-5475680618560174533,No,True,False,False
10725,2003,5,5,1683279900.0,141.98,-34551508091458520,No,True,False,False
10726,2003,5,5,1683281100.0,82.49,-245178307025547046,No,True,False,False
10727,2003,5,7,1683275400.0,138.68,-34551508091458520,No,True,False,False
10728,2003,5,7,1683290760.0,171.43,7945328079774550558,No,True,False,False
10729,2003,5,8,1683277920.0,129.09,-727612092139916043,No,True,False,False
10730,2003,5,8,1683279960.0,112.62,5817218446178736267,No,True,False,False
10731,2003,5,9,1683278880.0,141.49,4060646732831064559,No,True,False,False
10732,2003,5,9,1683327840.0,65.51,-1605794445852049456,No,True,False,False
10733,2003,5,10,1683278640.0,117.03,-34551508091458520,No,True,False,False
10734,2003,5,11,1683278280.0,134.24,4060646732831064559,No,True,False,False
10735,2003,5,12,1683276600.0,38.32,-5475680618560174533,No,True,False,False
10736,2003,5,12,1683301500.0,10.22,-4334232547381218591,No,True,False,False
10737,2003,5,12,1683326280.0,174.54,6698459923198770712,No,True,False,False
10738,2003,5,12,1683328920.0,88.38,4751695835751691036,No,True,False,False
10739,2003,5,13,1683316680.0,64.69,3189517333335617109,No,True,False,False
10740,2003,5,16,1683277740.0,120.08,-245178307025547046,No,True,False,False
10741,2003,5,16,1683279780.0,49.67,4060646732831064559,No,True,False,False
10742,2003,5,18,1683326400.0,75.28,-1605794445852049456,No,True,False,False
10743,2003,5,20,1683305280.0,78.54,3527213246127876953,No,True,False,False
10744,2003,5,21,1683277560.0,167.55,-34551508091458520,No,True,False,False
10745,2003,5,22,1683277320.0,95.15,4060646732831064559,No,True,False,False
10746,2003,5,23,1683277860.0,170.26,2027553650310142703,No,True,False,False
10747,2003,5,24,1683278940.0,69.89,4060646732831064559,No,True,False,False
10748,2003,5,25,1683316080.0,33.86,4241336128694185533,No,False,True,False
10749,2003,5,26,1683315180.0,107.07,-3360331473322174717,No,True,False,False
10750,2003,5,27,1683277320.0,94.92,-34551508091458520,No,True,False,False
10751,2003,5,27,1683302880.0,60.0,-1288082279022882052,No,True,False,False
10752,2003,5,27,1683303240.0,-60.0,-1288082279022882052,No,True,False,False
10753,2003,5,27,1683303360.0,65.32,-1288082279022882052,No,True,False,False
10754,2003,5,28,1683277800.0,158.44,4060646732831064559,No,True,False,False
10755,2003,5,28,1683303060.0,57.05,-5475680618560174533,No,True,False,False
10756,2003,5,28,1683305160.0,77.71,7035602569409149834,No,False,True,False
10757,2003,5,29,1683327600.0,89.33,-5023497618971072366,No,True,False,False
10758,2003,5,30,1683277200.0,143.36,2027553650310142703,No,True,False,False
10759,2003,5,31,1683277920.0,152.69,-245178307025547046,No,True,False,False
10760,2003,5,31,1683280680.0,37.79,-5475680618560174533,No,True,False,False
10761,2003,5,31,1683324480.0,158.24,838425044734233142,No,True,False,False
10762,2003,5,31,1683327900.0,66.16,-1605794445852049456,No,True,False,False
10763,2003,5,31,1683330060.0,43.48,-2474135582844411583,No,True,False,False
10764,2003,6,2,1683290640.0,60.68,4055257078481058705,No,True,False,False
10765,2003,6,4,1683277380.0,119.26,4060646732831064559,No,True,False,False
10766,2003,6,4,1683279180.0,28.8,-34551508091458520,No,True,False,False
10767,2003,6,5,1683277500.0,135.89,-34551508091458520,No,True,False,False
10768,2003,6,5,1683280200.0,38.01,4060646732831064559,No,True,False,False
10769,2003,6,6,1683290760.0,121.69,7945328079774550558,No,True,False,False
10770,2003,6,6,1683291240.0,224.02,7945328079774550558,No,True,False,False
10771,2003,6,6,1683328560.0,212.62,838425044734233142,No,True,False,False
10772,2003,6,7,1683277800.0,137.07,1913477460590765860,No,True,False,False
10773,2003,6,7,1683279180.0,36.32,-727612092139916043,No,True,False,False
10774,2003,6,7,1683280620.0,33.42,-727612092139916043,No,True,False,False
10775,2003,6,7,1683291000.0,36.05,-3345936507911876459,No,True,False,False
10776,2003,6,8,1683277200.0,152.22,2027553650310142703,No,True,False,False
10777,2003,6,9,1683277560.0,141.93,-34551508091458520,No,True,False,False
10778,2003,6,9,1683281940.0,116.27,2027553650310142703,No,True,False,False
10779,2003,6,10,1683329220.0,88.72,-1605794445852049456,No,True,False,False
10780,2003,6,11,1683275940.0,118.27,4060646732831064559,No,True,False,False
10781,2003,6,11,1683278040.0,140.82,5817218446178736267,No,True,False,False
10782,2003,6,11,1683328740.0,84.7,-1605794445852049456,No,True,False,False
10783,2003,6,12,1683278580.0,159.67,2027553650310142703,No,True,False,False
10784,2003,6,14,1683278940.0,125.03,4060646732831064559,No,True,False,False
10785,2003,6,14,1683280380.0,27.9,-5475680618560174533,No,True,False,False
10786,2003,6,14,1683328200.0,188.85,838425044734233142,No,True,False,False
10787,2003,6,15,1683277440.0,116.66,5817218446178736267,No,True,False,False
10788,2003,6,15,1683326820.0,443.74,-811651038065591449,No,True,False,False
10789,2003,6,16,1683277560.0,160.0,-4282466774399734331,No,True,False,False
10790,2003,6,16,1683277800.0,91.13,3527213246127876953,No,True,False,False
10791,2003,6,17,1683278040.0,120.06,1913477460590765860,No,True,False,False
10792,2003,6,17,1683278220.0,115.91,1913477460590765860,No,True,False,False
10793,2003,6,18,1683294300.0,19.03,-86825621511712373,No,True,False,False
10794,2003,6,19,1683278280.0,181.84,-727612092139916043,No,True,False,False
10795,2003,6,19,1683290580.0,80.88,-3345936507911876459,No,True,False,False
10796,2003,6,21,1683278400.0,103.49,3527213246127876953,No,True,False,False
10797,2003,6,21,1683279900.0,162.83,4060646732831064559,No,True,False,False
10798,2003,6,21,1683328260.0,113.47,838425044734233142,No,True,False,False
10799,2003,6,23,1683274320.0,118.56,3527213246127876953,No,True,False,False
10800,2003,6,23,1683279240.0,38.94,-5475680618560174533,No,True,False,False
10801,2003,6,23,1683328140.0,78.36,-4500542936415012428,No,True,False,False
10802,2003,6,24,1683277680.0,22.52,5817218446178736267,No,True,False,False
10803,2003,6,24,1683278520.0,157.43,-727612092139916043,No,True,False,False
10804,2003,6,25,1683277560.0,168.98,5817218446178736267,No,True,False,False
10805,2003,6,26,1683277680.0,100.03,1913477460590765860,No,True,False,False
10806,2003,6,27,1683277740.0,73.08,4060646732831064559,No,True,False,False
10807,2003,6,28,1683278040.0,173.22,3527213246127876953,No,True,False,False
10808,2003,6,28,1683285060.0,37.25,-4956618006720593695,No,False,True,False
10809,2003,6,30,1683278700.0,159.09,1913477460590765860,No,True,False,False
10810,2003,6,30,1683327900.0,83.19,-4500542936415012428,No,True,False,False
10811,2003,7,1,1683280320.0,37.37,-5475680618560174533,No,True,False,False
