Amount,Use Chip,MCC,Has Chip,Merchant Latitude,Merchant Longitude,Month,Day of Week,Day,Hour,Distance to Merchant,Latitude,Longitude,Age,Is Fraud
60.28,2.0,5541.0,0.0,42.0853,-72.5584,5.0,6.0,19.0,14.0,3.610252636917321,42.11,-72.53,25.0,0.0
9.78,2.0,5921.0,0.0,42.1179,-72.6065,3.0,1.0,19.0,11.0,6.371013746810562,42.11,-72.53,25.0,0.0
28.34,2.0,5812.0,0.0,42.1179,-72.6065,2.0,1.0,19.0,17.0,6.371013746810562,42.11,-72.53,25.0,0.0
9.2,2.0,5411.0,0.0,42.4531,-73.2471,1.0,3.0,24.0,11.0,70.25467995813649,42.11,-72.53,25.0,0.0
25.12,2.0,5812.0,0.0,42.0853,-72.5584,1.0,3.0,17.0,17.0,3.610252636917321,42.11,-72.53,25.0,0.0
8.45,0.0,5812.0,1.0,43.5486,-96.6332,2.0,5.0,22.0,14.0,7.860344427506641,43.54,-96.73,77.0,0.0
120.84,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,8.0,0.0,26.0,13.0,795.8977766008665,43.54,-96.73,76.0,0.0
8.13,0.0,5812.0,1.0,43.5179,-96.7924,8.0,0.0,19.0,14.0,5.598768760734695,43.54,-96.73,76.0,0.0
284.65,1.0,6300.0,1.0,37.42488662030914,-91.83121755030102,7.0,4.0,26.0,22.0,795.8977766008665,43.54,-96.73,76.0,0.0
13.32,0.0,4214.0,1.0,43.5566,-96.8028,7.0,2.0,17.0,12.0,6.150701952955831,43.54,-96.73,76.0,0.0
11.58,0.0,4214.0,1.0,43.5566,-96.8028,6.0,6.0,30.0,12.0,6.150701952955831,43.54,-96.73,76.0,0.0
100.0,0.0,4829.0,1.0,44.0572,-98.243,6.0,4.0,28.0,17.0,134.35747059057542,43.54,-96.73,76.0,0.0
19.25,0.0,7230.0,1.0,43.5179,-96.7924,5.0,2.0,1.0,19.0,5.598768760734695,43.54,-96.73,76.0,0.0
137.12,0.0,4900.0,1.0,43.5179,-96.7924,4.0,3.0,18.0,4.0,5.598768760734695,43.54,-96.73,76.0,0.0
7.72,0.0,9402.0,1.0,43.5179,-96.7924,2.0,2.0,6.0,12.0,5.598768760734695,43.54,-96.73,76.0,0.0
33.65,2.0,5251.0,1.0,43.5179,-96.7924,1.0,3.0,10.0,14.0,5.598768760734695,43.54,-96.73,76.0,0.0
11.31,0.0,5813.0,1.0,37.6236,-120.9966,1.0,2.0,22.0,1.0,1.3780668011463404,37.63,-121.01,64.0,0.0
80.0,0.0,4829.0,1.0,37.2308,-120.5144,12.0,0.0,23.0,14.0,62.33284748467235,37.63,-121.01,63.0,0.0
8.99,0.0,5310.0,1.0,37.6236,-120.9966,12.0,0.0,9.0,16.0,1.3780668011463404,37.63,-121.01,63.0,0.0
63.89,0.0,5541.0,1.0,37.6236,-120.9966,11.0,4.0,29.0,8.0,1.3780668011463404,37.63,-121.01,63.0,0.0
9.73,0.0,5813.0,1.0,37.6236,-120.9966,9.0,5.0,21.0,1.0,1.3780668011463404,37.63,-121.01,63.0,0.0
15.69,0.0,5211.0,1.0,37.42488662030914,-91.83121755030102,8.0,5.0,31.0,16.0,2562.736993174082,37.63,-121.01,63.0,1.0
93.79,0.0,5045.0,1.0,37.42488662030914,-91.83121755030102,8.0,4.0,30.0,17.0,2562.736993174082,37.63,-121.01,63.0,1.0
45.08,0.0,5651.0,1.0,37.42488662030914,-91.83121755030102,8.0,5.0,24.0,13.0,2562.736993174082,37.63,-121.01,63.0,1.0
7.19,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,8.0,3.0,22.0,11.0,2562.736993174082,37.63,-121.01,63.0,1.0
8.38,0.0,5813.0,1.0,37.6236,-120.9966,4.0,1.0,23.0,1.0,1.3780668011463404,37.63,-121.01,63.0,0.0
6.94,0.0,5812.0,1.0,40.5616,-79.7129,1.0,4.0,31.0,13.0,3.139127741569644,40.56,-79.75,58.0,0.0
2.01,0.0,7538.0,1.0,40.5616,-79.7129,11.0,5.0,2.0,15.0,3.139127741569644,40.56,-79.75,57.0,0.0
5.64,0.0,5541.0,1.0,40.5616,-79.7129,9.0,6.0,29.0,12.0,3.139127741569644,40.56,-79.75,57.0,0.0
6.14,2.0,5411.0,1.0,40.5616,-79.7129,9.0,4.0,27.0,12.0,3.139127741569644,40.56,-79.75,57.0,0.0
3.23,0.0,7538.0,1.0,40.5616,-79.7129,8.0,0.0,12.0,15.0,3.139127741569644,40.56,-79.75,57.0,0.0
41.3,0.0,5541.0,1.0,40.5616,-79.7129,4.0,0.0,29.0,9.0,3.139127741569644,40.56,-79.75,57.0,0.0
71.0,0.0,5499.0,1.0,29.5173,-95.0963,2.0,1.0,12.0,9.0,1854.974572170349,40.56,-79.75,57.0,0.0
160.72,0.0,4900.0,1.0,42.8261,-106.3896,1.0,2.0,15.0,1.0,5.692425330763716,42.83,-106.32,72.0,0.0
5.81,2.0,5812.0,1.0,33.8356,-117.8681,12.0,2.0,25.0,12.0,1416.8720783802498,42.83,-106.32,71.0,0.0
5.44,2.0,5812.0,1.0,33.8356,-117.8681,12.0,1.0,24.0,12.0,1416.8720783802498,42.83,-106.32,71.0,0.0
8.06,0.0,5812.0,1.0,42.8261,-106.3896,9.0,5.0,21.0,12.0,5.692425330763716,42.83,-106.32,71.0,0.0
6.12,0.0,5411.0,1.0,44.282,-105.4974,8.0,0.0,26.0,12.0,174.53043489081452,42.83,-106.32,71.0,0.0
3.66,0.0,5541.0,1.0,42.8261,-106.3896,8.0,5.0,24.0,13.0,5.692425330763716,42.83,-106.32,71.0,0.0
43.36,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,8.0,5.0,10.0,14.0,1368.1338802610671,42.83,-106.32,71.0,1.0
418.0,0.0,7011.0,1.0,37.42488662030914,-91.83121755030102,8.0,3.0,8.0,15.0,1368.1338802610671,42.83,-106.32,71.0,1.0
45.34,0.0,5651.0,1.0,37.42488662030914,-91.83121755030102,8.0,3.0,8.0,14.0,1368.1338802610671,42.83,-106.32,71.0,1.0
3.29,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,8.0,1.0,6.0,14.0,1368.1338802610671,42.83,-106.32,71.0,1.0
11.43,0.0,4121.0,1.0,37.42488662030914,-91.83121755030102,8.0,1.0,6.0,11.0,1368.1338802610671,42.83,-106.32,71.0,1.0
187.0,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,8.0,4.0,2.0,12.0,1368.1338802610671,42.83,-106.32,71.0,1.0
3.09,0.0,5651.0,1.0,37.42488662030914,-91.83121755030102,8.0,3.0,1.0,19.0,1368.1338802610671,42.83,-106.32,71.0,1.0
154.89,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,7.0,4.0,26.0,12.0,1368.1338802610671,42.83,-106.32,71.0,1.0
114.24,0.0,5045.0,1.0,37.42488662030914,-91.83121755030102,7.0,4.0,26.0,11.0,1368.1338802610671,42.83,-106.32,71.0,1.0
78.34,0.0,5970.0,1.0,41.2335,-110.3372,7.0,3.0,25.0,14.0,376.2381015859826,42.83,-106.32,71.0,0.0
22.3,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,7.0,3.0,25.0,11.0,1368.1338802610671,42.83,-106.32,71.0,1.0
-216.0,0.0,3509.0,1.0,37.42488662030914,-91.83121755030102,7.0,2.0,24.0,15.0,1368.1338802610671,42.83,-106.32,71.0,1.0
2.33,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,7.0,1.0,23.0,17.0,1368.1338802610671,42.83,-106.32,71.0,1.0
216.0,0.0,3509.0,1.0,37.42488662030914,-91.83121755030102,7.0,4.0,19.0,18.0,1368.1338802610671,42.83,-106.32,71.0,1.0
89.3,0.0,5045.0,1.0,37.42488662030914,-91.83121755030102,7.0,4.0,19.0,15.0,1368.1338802610671,42.83,-106.32,71.0,1.0
23.52,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,7.0,1.0,16.0,18.0,1368.1338802610671,42.83,-106.32,71.0,1.0
9.57,2.0,8043.0,1.0,42.8261,-106.3896,7.0,5.0,13.0,13.0,5.692425330763716,42.83,-106.32,71.0,0.0
7.64,0.0,5812.0,1.0,42.8261,-106.3896,6.0,6.0,30.0,12.0,5.692425330763716,42.83,-106.32,71.0,0.0
75.0,0.0,5541.0,1.0,42.8261,-106.3896,6.0,3.0,27.0,16.0,5.692425330763716,42.83,-106.32,71.0,0.0
75.13,0.0,7538.0,1.0,42.8261,-106.3896,1.0,2.0,30.0,10.0,5.692425330763716,42.83,-106.32,71.0,0.0
0.73,0.0,5411.0,1.0,42.2223,-83.3966,2.0,5.0,8.0,7.0,3.024700112913789,42.22,-83.36,67.0,0.0
80.0,0.0,5499.0,1.0,42.2223,-83.3966,10.0,4.0,18.0,14.0,3.024700112913789,42.22,-83.36,66.0,0.0
0.75,0.0,5812.0,1.0,42.2223,-83.3966,7.0,5.0,20.0,7.0,3.024700112913789,42.22,-83.36,66.0,0.0
0.65,0.0,5812.0,1.0,42.2223,-83.3966,3.0,4.0,22.0,7.0,3.024700112913789,42.22,-83.36,66.0,0.0
0.73,0.0,5812.0,1.0,37.42488662030914,-91.83121755030102,3.0,2.0,20.0,8.0,897.9667142546688,42.22,-83.36,66.0,0.0
210.17,2.0,3596.0,1.0,37.7957,-122.2429,3.0,2.0,13.0,23.0,3318.830464524387,42.22,-83.36,66.0,0.0
39.33,0.0,5310.0,1.0,41.5087,-87.5904,2.0,5.0,22.0,14.0,3.436637689921648,41.5,-87.63,90.0,0.0
30.53,0.0,5912.0,1.0,41.5087,-87.5904,2.0,4.0,7.0,16.0,3.436637689921648,41.5,-87.63,90.0,0.0
43.86,0.0,5311.0,1.0,41.5087,-87.5904,1.0,0.0,20.0,12.0,3.436637689921648,41.5,-87.63,90.0,0.0
46.43,0.0,7349.0,1.0,41.5087,-87.5904,12.0,1.0,31.0,13.0,3.436637689921648,41.5,-87.63,89.0,0.0
2.73,0.0,5814.0,1.0,41.5087,-87.5904,12.0,3.0,19.0,6.0,3.436637689921648,41.5,-87.63,89.0,0.0
2.65,0.0,5812.0,1.0,41.5087,-87.5904,12.0,6.0,15.0,6.0,3.436637689921648,41.5,-87.63,89.0,0.0
-91.0,0.0,5499.0,1.0,41.5087,-87.5904,12.0,4.0,13.0,14.0,3.436637689921648,41.5,-87.63,89.0,0.0
30.21,0.0,5912.0,1.0,41.5087,-87.5904,12.0,4.0,13.0,13.0,3.436637689921648,41.5,-87.63,89.0,0.0
37.45,0.0,5311.0,1.0,41.5087,-87.5904,12.0,3.0,12.0,16.0,3.436637689921648,41.5,-87.63,89.0,0.0
2.65,0.0,5499.0,1.0,41.5087,-87.5904,12.0,3.0,12.0,5.0,3.436637689921648,41.5,-87.63,89.0,0.0
33.66,2.0,5970.0,0.0,41.4712,-87.9391,12.0,0.0,9.0,12.0,25.94596950331353,41.5,-87.63,89.0,0.0
60.89,2.0,7995.0,1.0,39.3664,-74.4317,11.0,4.0,22.0,16.0,1140.7656584693707,41.5,-87.63,89.0,0.0
3.53,0.0,4121.0,1.0,37.42488662030914,-91.83121755030102,10.0,4.0,25.0,18.0,578.9783215806536,41.5,-87.63,89.0,1.0
-382.0,0.0,7011.0,1.0,37.42488662030914,-91.83121755030102,10.0,4.0,25.0,13.0,578.9783215806536,41.5,-87.63,89.0,1.0
382.0,0.0,7011.0,1.0,37.42488662030914,-91.83121755030102,10.0,3.0,17.0,19.0,578.9783215806536,41.5,-87.63,89.0,1.0
106.48,0.0,5651.0,1.0,37.42488662030914,-91.83121755030102,10.0,3.0,17.0,18.0,578.9783215806536,41.5,-87.63,89.0,1.0
36.62,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,10.0,3.0,17.0,12.0,578.9783215806536,41.5,-87.63,89.0,0.0
3.12,0.0,5411.0,1.0,41.5087,-87.5904,9.0,3.0,12.0,6.0,3.436637689921648,41.5,-87.63,89.0,0.0
43.67,0.0,5942.0,1.0,41.593,-88.0507,8.0,6.0,11.0,12.0,36.50601213304893,41.5,-87.63,89.0,0.0
41.85,0.0,5311.0,1.0,41.5087,-87.5904,7.0,6.0,14.0,13.0,3.436637689921648,41.5,-87.63,89.0,0.0
29.35,0.0,5970.0,1.0,41.4712,-87.9391,6.0,4.0,28.0,12.0,25.94596950331353,41.5,-87.63,89.0,0.0
40.55,2.0,5912.0,1.0,30.3264,-97.7713,6.0,3.0,20.0,12.0,1539.552748249855,41.5,-87.63,89.0,0.0
59.4,2.0,5300.0,1.0,30.3264,-97.7713,6.0,0.0,17.0,16.0,1539.552748249855,41.5,-87.63,89.0,0.0
-58.0,0.0,5541.0,1.0,30.3223,-97.739,6.0,6.0,16.0,14.0,1538.2269214185126,41.5,-87.63,89.0,0.0
20.65,2.0,5310.0,1.0,41.5087,-87.5904,5.0,1.0,21.0,14.0,3.436637689921648,41.5,-87.63,89.0,0.0
37.97,2.0,5300.0,1.0,41.5087,-87.5904,5.0,0.0,20.0,12.0,3.436637689921648,41.5,-87.63,89.0,0.0
55.02,0.0,5912.0,1.0,41.5087,-87.5904,5.0,2.0,15.0,16.0,3.436637689921648,41.5,-87.63,89.0,0.0
33.16,2.0,5310.0,1.0,41.5087,-87.5904,5.0,1.0,14.0,12.0,3.436637689921648,41.5,-87.63,89.0,0.0
35.13,0.0,5942.0,1.0,41.593,-88.0507,4.0,1.0,30.0,15.0,36.50601213304893,41.5,-87.63,89.0,0.0
53.88,0.0,5912.0,1.0,41.0887,-88.4159,4.0,0.0,22.0,16.0,80.01514057897965,41.5,-87.63,89.0,0.0
3.07,0.0,5942.0,1.0,42.064,-86.4783,4.0,1.0,16.0,6.0,114.24499276387816,41.5,-87.63,89.0,0.0
38.71,0.0,5311.0,1.0,41.5087,-87.5904,4.0,3.0,11.0,16.0,3.436637689921648,41.5,-87.63,89.0,0.0
59.86,1.0,7801.0,1.0,37.42488662030914,-91.83121755030102,3.0,4.0,1.0,16.0,578.9783215806536,41.5,-87.63,89.0,0.0
46.69,0.0,5311.0,1.0,41.5087,-87.5904,1.0,6.0,20.0,16.0,3.436637689921648,41.5,-87.63,89.0,0.0
36.29,0.0,7538.0,1.0,41.5087,-87.5904,1.0,3.0,17.0,5.0,3.436637689921648,41.5,-87.63,89.0,0.0
31.83,0.0,5942.0,1.0,41.593,-88.0507,1.0,6.0,13.0,15.0,36.50601213304893,41.5,-87.63,89.0,0.0
12.63,2.0,5942.0,1.0,30.351,-81.5061,2.0,4.0,7.0,9.0,14.005471805476873,30.33,-81.65,87.0,0.0
3.92,2.0,5942.0,1.0,30.351,-81.5061,2.0,4.0,7.0,1.0,14.005471805476873,30.33,-81.65,87.0,0.0
41.88,0.0,5912.0,1.0,30.4507,-81.6626,1.0,6.0,19.0,18.0,13.475531236327363,30.33,-81.65,87.0,0.0
3.74,2.0,5812.0,1.0,30.4507,-81.6626,12.0,4.0,20.0,1.0,13.475531236327363,30.33,-81.65,86.0,0.0
77.94,0.0,5912.0,1.0,30.4507,-81.6626,12.0,3.0,12.0,18.0,13.475531236327363,30.33,-81.65,86.0,0.0
14.89,0.0,5411.0,1.0,30.4507,-81.6626,12.0,3.0,12.0,8.0,13.475531236327363,30.33,-81.65,86.0,0.0
13.22,0.0,5912.0,1.0,30.4507,-81.6626,12.0,2.0,4.0,9.0,13.475531236327363,30.33,-81.65,86.0,0.0
15.73,0.0,5411.0,1.0,30.4507,-81.6626,11.0,5.0,9.0,9.0,13.475531236327363,30.33,-81.65,86.0,0.0
13.74,0.0,5912.0,1.0,30.4507,-81.6626,9.0,3.0,19.0,9.0,13.475531236327363,30.33,-81.65,86.0,0.0
14.86,1.0,4814.0,1.0,37.42488662030914,-91.83121755030102,9.0,6.0,1.0,17.0,1225.735299506581,30.33,-81.65,86.0,0.0
88.0,0.0,5499.0,1.0,30.4507,-81.6626,8.0,1.0,20.0,10.0,13.475531236327363,30.33,-81.65,86.0,0.0
7.0,0.0,5541.0,1.0,30.4507,-81.6626,5.0,4.0,31.0,10.0,13.475531236327363,30.33,-81.65,86.0,0.0
126.85,0.0,8043.0,1.0,30.4507,-81.6626,5.0,5.0,25.0,9.0,13.475531236327363,30.33,-81.65,86.0,0.0
3.29,0.0,5411.0,1.0,30.4507,-81.6626,5.0,1.0,14.0,1.0,13.475531236327363,30.33,-81.65,86.0,0.0
55.72,0.0,5411.0,1.0,29.6954,-82.4023,2.0,2.0,26.0,1.0,7.533910971168096,29.67,-82.33,40.0,0.0
78.41,0.0,7538.0,1.0,29.6132,-82.3873,2.0,5.0,22.0,7.0,8.399765616678614,29.67,-82.33,40.0,0.0
14.16,0.0,5812.0,1.0,33.2722,-87.536,1.0,3.0,23.0,11.0,635.6019832777808,29.67,-82.33,40.0,0.0
6.57,0.0,5912.0,1.0,33.2775,-87.309,1.0,2.0,22.0,21.0,619.4161555096715,29.67,-82.33,40.0,0.0
15.07,0.0,5411.0,1.0,29.6954,-82.4023,11.0,4.0,22.0,14.0,7.533910971168096,29.67,-82.33,39.0,0.0
39.86,0.0,5912.0,1.0,29.6954,-82.4023,11.0,1.0,5.0,2.0,7.533910971168096,29.67,-82.33,39.0,0.0
30.25,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,10.0,2.0,30.0,10.0,1231.0841609797951,29.67,-82.33,39.0,0.0
11.1,0.0,5912.0,1.0,29.6954,-82.4023,10.0,5.0,19.0,14.0,7.533910971168096,29.67,-82.33,39.0,0.0
400.24,0.0,3775.0,1.0,36.0588,-115.3104,10.0,2.0,2.0,0.0,3145.180867137236,29.67,-82.33,39.0,0.0
129.77,0.0,4900.0,1.0,29.6954,-82.4023,9.0,0.0,23.0,0.0,7.533910971168096,29.67,-82.33,39.0,0.0
9.84,0.0,5912.0,1.0,29.6954,-82.4023,9.0,0.0,16.0,14.0,7.533910971168096,29.67,-82.33,39.0,0.0
16.35,0.0,5912.0,1.0,29.6954,-82.4023,6.0,3.0,6.0,14.0,7.533910971168096,29.67,-82.33,39.0,0.0
13.1,0.0,5912.0,1.0,29.6954,-82.4023,5.0,5.0,4.0,14.0,7.533910971168096,29.67,-82.33,39.0,0.0
15.8,0.0,5541.0,1.0,29.6954,-82.4023,4.0,2.0,24.0,14.0,7.533910971168096,29.67,-82.33,39.0,0.0
15.28,0.0,5541.0,1.0,29.6954,-82.4023,4.0,4.0,5.0,14.0,7.533910971168096,29.67,-82.33,39.0,0.0
55.91,0.0,5912.0,1.0,29.6954,-82.4023,3.0,3.0,7.0,1.0,7.533910971168096,29.67,-82.33,39.0,0.0
17.89,0.0,5912.0,1.0,36.8878,-119.7589,2.0,5.0,16.0,14.0,3546.882449898407,29.67,-82.33,39.0,0.0
20.7,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,2.0,5.0,2.0,10.0,1231.0841609797951,29.67,-82.33,39.0,0.0
3.68,2.0,5300.0,1.0,29.6954,-82.4023,1.0,1.0,29.0,9.0,7.533910971168096,29.67,-82.33,39.0,0.0
155.17,0.0,4814.0,1.0,29.6456,-82.4033,1.0,0.0,7.0,14.0,7.584701417386515,29.67,-82.33,39.0,0.0
30.6,1.0,7349.0,1.0,37.42488662030914,-91.83121755030102,12.0,3.0,19.0,6.0,2413.6137127616003,34.25,-118.41,73.0,0.0
30.1,0.0,5251.0,1.0,34.2556,-118.4208,11.0,5.0,23.0,9.0,1.171770046326348,34.25,-118.41,73.0,0.0
-302.0,0.0,3390.0,1.0,34.1897,-92.0448,9.0,2.0,25.0,15.0,2417.313255779807,34.25,-118.41,73.0,0.0
2.9,0.0,5411.0,1.0,34.2556,-118.4208,9.0,4.0,6.0,9.0,1.171770046326348,34.25,-118.41,73.0,0.0
1.78,0.0,5912.0,1.0,34.2556,-118.4208,3.0,6.0,3.0,8.0,1.171770046326348,34.25,-118.41,73.0,0.0
3.58,0.0,5411.0,1.0,34.2556,-118.4208,3.0,5.0,2.0,9.0,1.171770046326348,34.25,-118.41,73.0,0.0
2.47,0.0,5411.0,1.0,34.2556,-118.4208,1.0,2.0,23.0,9.0,1.171770046326348,34.25,-118.41,73.0,0.0
3.79,0.0,9402.0,1.0,41.9229,-87.6483,2.0,5.0,1.0,7.0,10.658211451967343,41.83,-87.68,25.0,0.0
7.31,0.0,5921.0,1.0,41.9229,-87.6483,1.0,4.0,31.0,6.0,10.658211451967343,41.83,-87.68,25.0,0.0
42.25,0.0,5499.0,1.0,32.3374,-86.2715,1.0,5.0,25.0,23.0,1.612635008252153,32.35,-86.28,60.0,0.0
122.73,1.0,4900.0,1.0,37.42488662030914,-91.83121755030102,11.0,0.0,25.0,21.0,757.8447945250733,32.35,-86.28,59.0,0.0
15.79,0.0,5411.0,1.0,32.3374,-86.2715,11.0,4.0,15.0,10.0,1.612635008252153,32.35,-86.28,59.0,0.0
83.0,0.0,5541.0,1.0,32.3374,-86.2715,7.0,2.0,24.0,23.0,1.612635008252153,32.35,-86.28,59.0,0.0
-75.0,0.0,5541.0,1.0,37.42488662030914,-91.83121755030102,5.0,5.0,25.0,23.0,757.8447945250733,32.35,-86.28,59.0,0.0
30.88,0.0,5812.0,1.0,37.42488662030914,-91.83121755030102,5.0,5.0,25.0,13.0,757.8447945250733,32.35,-86.28,59.0,0.0
38.32,0.0,5814.0,1.0,41.7411,-87.6543,4.0,5.0,6.0,13.0,1051.2986883370215,32.35,-86.28,59.0,0.0
39.29,0.0,7832.0,1.0,32.3736,-86.1833,1.0,1.0,29.0,18.0,9.454022104825622,32.35,-86.28,59.0,0.0
29.7,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,2.0,1.0,25.0,13.0,1849.439985374256,42.35,-71.06,18.0,0.0
5.9,0.0,5411.0,1.0,28.0081,-82.5805,2.0,6.0,23.0,9.0,11.795464501134646,27.95,-82.48,51.0,0.0
26.33,0.0,5411.0,1.0,28.0081,-82.5805,12.0,4.0,27.0,9.0,11.795464501134646,27.95,-82.48,50.0,0.0
7.16,0.0,5541.0,1.0,28.0772,-82.4455,11.0,3.0,21.0,9.0,14.543820208406066,27.95,-82.48,50.0,0.0
5.77,0.0,5411.0,1.0,28.0081,-82.5805,10.0,0.0,28.0,9.0,11.795464501134646,27.95,-82.48,50.0,0.0
12.99,0.0,7542.0,1.0,28.0772,-82.4455,8.0,3.0,1.0,14.0,14.543820208406066,27.95,-82.48,50.0,0.0
35.32,0.0,7538.0,1.0,28.0091,-82.5034,6.0,4.0,21.0,21.0,6.961768409762262,27.95,-82.48,50.0,0.0
0.86,0.0,5814.0,1.0,38.7261,-90.1106,2.0,6.0,16.0,12.0,1.96724032750611,38.71,-90.12,36.0,0.0
19.58,2.0,4121.0,0.0,36.1165,-80.0831,2.0,6.0,9.0,17.0,1.3810006836657822,36.11,-80.07,35.0,0.0
8.59,0.0,5300.0,1.0,42.4261,-83.1951,10.0,3.0,3.0,14.0,9.340754459740603,42.38,-83.1,33.0,0.0
60.0,0.0,4829.0,1.0,42.3756,-83.2889,7.0,0.0,1.0,7.0,15.52424392062746,42.38,-83.1,33.0,0.0
29.47,0.0,5812.0,1.0,42.4261,-83.1951,2.0,3.0,28.0,19.0,9.340754459740603,42.38,-83.1,33.0,0.0
8.54,0.0,5411.0,1.0,42.4261,-83.1951,2.0,1.0,19.0,23.0,9.340754459740603,42.38,-83.1,33.0,0.0
28.38,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,2.0,0.0,10.0,21.0,701.7277245763279,36.09,-84.13,49.0,0.0
1.84,0.0,5499.0,1.0,36.11,-84.1672,2.0,5.0,1.0,22.0,4.014485915737242,36.09,-84.13,49.0,0.0
81.66,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,12.0,3.0,26.0,15.0,701.7277245763279,36.09,-84.13,48.0,0.0
25.61,0.0,4121.0,1.0,36.0869,-84.1897,12.0,0.0,23.0,21.0,5.37556085381295,36.09,-84.13,48.0,0.0
19.79,2.0,4214.0,0.0,36.2501,-83.5125,9.0,4.0,27.0,7.0,58.21790863088554,36.09,-84.13,48.0,0.0
68.18,2.0,5411.0,0.0,36.11,-84.1672,9.0,0.0,23.0,14.0,4.014485915737242,36.09,-84.13,48.0,0.0
4.67,2.0,5411.0,0.0,36.0869,-84.1897,8.0,0.0,19.0,5.0,5.37556085381295,36.09,-84.13,48.0,0.0
28.4,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,8.0,5.0,17.0,21.0,701.7277245763279,36.09,-84.13,48.0,0.0
29.6,0.0,4121.0,1.0,36.639,-82.9866,7.0,4.0,26.0,21.0,119.19808162084338,36.09,-84.13,48.0,0.0
23.15,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,6.0,4.0,28.0,21.0,701.7277245763279,36.09,-84.13,48.0,0.0
2.06,0.0,5499.0,1.0,41.6934,-87.6243,6.0,3.0,27.0,22.0,692.4214395814145,36.09,-84.13,48.0,0.0
19.46,0.0,5411.0,1.0,42.0095,-87.6689,6.0,5.0,15.0,11.0,725.5221656722055,36.09,-84.13,48.0,0.0
22.08,2.0,4214.0,0.0,36.2501,-83.5125,6.0,0.0,3.0,8.0,58.21790863088554,36.09,-84.13,48.0,0.0
1.52,0.0,5499.0,1.0,36.11,-84.1672,6.0,5.0,1.0,22.0,4.014485915737242,36.09,-84.13,48.0,0.0
15.84,0.0,4214.0,1.0,36.2501,-83.5125,4.0,3.0,11.0,8.0,58.21790863088554,36.09,-84.13,48.0,0.0
33.99,0.0,5541.0,1.0,36.0869,-84.1897,3.0,4.0,29.0,8.0,5.37556085381295,36.09,-84.13,48.0,0.0
1.96,0.0,5499.0,1.0,36.11,-84.1672,3.0,3.0,21.0,22.0,4.014485915737242,36.09,-84.13,48.0,0.0
25.79,0.0,9402.0,1.0,36.0869,-84.1897,2.0,1.0,26.0,8.0,5.37556085381295,36.09,-84.13,48.0,0.0
180.0,0.0,4829.0,1.0,33.0067,-117.069,2.0,6.0,23.0,6.0,4.97999020407712,33.02,-117.12,25.0,0.0
17.91,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,2.0,3.0,6.0,15.0,2341.2725777534533,33.02,-117.12,25.0,0.0
13.52,0.0,5310.0,1.0,33.0279,-117.0856,1.0,3.0,23.0,15.0,3.32525998310661,33.02,-117.12,25.0,0.0
1.47,0.0,5411.0,1.0,32.9555,-117.2252,12.0,6.0,8.0,7.0,12.153668675025251,33.02,-117.12,24.0,0.0
51.0,0.0,5499.0,1.0,33.0279,-117.0856,11.0,6.0,24.0,14.0,3.32525998310661,33.02,-117.12,24.0,0.0
7.4,0.0,5300.0,1.0,33.0279,-117.0856,10.0,1.0,22.0,16.0,3.32525998310661,33.02,-117.12,24.0,0.0
260.0,0.0,4829.0,1.0,33.0067,-117.069,9.0,5.0,21.0,6.0,4.97999020407712,33.02,-117.12,24.0,0.0
41.08,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,7.0,5.0,6.0,11.0,2341.2725777534533,33.02,-117.12,24.0,0.0
44.15,1.0,4814.0,1.0,37.42488662030914,-91.83121755030102,6.0,3.0,13.0,9.0,2341.2725777534533,33.02,-117.12,24.0,0.0
82.02,0.0,5499.0,1.0,33.0279,-117.0856,6.0,2.0,12.0,14.0,3.32525998310661,33.02,-117.12,24.0,0.0
-71.0,0.0,5541.0,1.0,33.0279,-117.0856,6.0,6.0,9.0,14.0,3.32525998310661,33.02,-117.12,24.0,0.0
10.97,0.0,5311.0,1.0,32.9652,-117.1213,5.0,5.0,18.0,15.0,6.094688053459117,33.02,-117.12,24.0,0.0
72.02,0.0,5499.0,1.0,33.0279,-117.0856,3.0,3.0,14.0,14.0,3.32525998310661,33.02,-117.12,24.0,0.0
29.11,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,3.0,2.0,6.0,10.0,2341.2725777534533,33.02,-117.12,24.0,0.0
